0	1	0	20	30
0.0008	1	0	20	30
0.0016	1	0	20	30
0.0024	1	0	20	30
0.0032	1	0	20	30
0.004	1	0	20	30
0.0048	1	0	20	30
0.0056	1	0	20	30
0.0064	1	0	20	30
0.0072	1	0	20	30
0.008	1	0	20	30
0.0088	1	0	20	30
0.0096	1	0	20	30
0.0104	1	0	20	30
0.0112	1	0	20	30
0.012	1	0	20	30
0.0128	1	0	20	30
0.0136	1	0	20	30
0.0144	1	0	20	30
0.0152	1	0	20	30
0.016	1	0	20	30
0.0168	1	0	20	30
0.0176	1	0	20	30
0.0184	1	0	20	30
0.0192	1	0	20	30
0.02	1	0	20	30
0.0208	1	0	20	30
0.0216	1	0	20	30
0.0224	1	0	20	30
0.0232	1	0	20	30
0.024	1	0	20	30
0.0248	1	0	20	30
0.0256	1	0	20	30
0.0264	1	0	20	30
0.0272	1	0	20	30
0.028	1	0	20	30
0.0288	1	0	20	30
0.0296	1	0	20	30
0.0304	1	0	20	30
0.0312	1	0	20	30
0.032	1	0	20	30
0.0328	1	0	20	30
0.0336	1	0	20	30
0.0344	1	0	20	30
0.0352	1	0	20	30
0.036	1	0	20	30
0.0368	1	0	20	30
0.0376	1	0	20	30
0.0384	1	0	20	30
0.0392	1	0	20	30
0.04	1	0	20	30
0.0408	1	0	20	30
0.0416	1	0	20	30
0.0424	1	0	20	30
0.0432	1	0	20	30
0.044	1	0	20	30
0.0448	1	0	20	30
0.0456	1	0	20	30
0.0464	1	0	20	30
0.0472	1	0	20	30
0.048	1	0	20	30
0.0488	1	0	20	30
0.0496	1	0	20	30
0.0504	1	0	20	30
0.0512	1	0	20	30
0.052	1	0	20	30
0.0528	1	0	20	30
0.0536	1	0	20	30
0.0544	1	0	20	30
0.0552	1	0	20	30
0.056	1	0	20	30
0.0568	1	0	20	30
0.0576	1	0	20	30
0.0584	1	0	20	30
0.0592	1	0	20	30
0.06	1	0	20	30
0.0608	1	0	20	30
0.0616	1	0	20	30
0.0624	1	0	20	30
0.0632	1	0	20	30
0.064	1	0	20	30
0.0648	1	0	20	30
0.0656	1	0	20	30
0.0664	1	0	20	30
0.0672	1	0	20	30
0.068	1	0	20	30
0.0688	1	0	20	30
0.0696	1	0	20	30
0.0704	1	0	20	30
0.0712	1	0	20	30
0.072	1	0	20	30
0.0728	1	0	20	30
0.0736	1	0	20	30
0.0744	1	0	20	30
0.0752	1	0	20	30
0.076	1	0	20	30
0.0768	1	0	20	30
0.0776	1	0	20	30
0.0784	1	0	20	30
0.0792	1	0	20	30
0.08	1	0	20	30
0.0808	1	0	20	30
0.0816	1	0	20	30
0.0824	1	0	20	30
0.0832	1	0	20	30
0.084	1	0	20	30
0.0848	1	0	20	30
0.0856	1	0	20	30
0.0864	1	0	20	30
0.0872	1	0	20	30
0.088	1	0	20	30
0.0888	1	0	20	30
0.0896	1	0	20	30
0.0904	1	0	20	30
0.0912	1	0	20	30
0.092	1	0	20	30
0.0928	1	0	20	30
0.0936	1	0	20	30
0.0944	1	0	20	30
0.0952	1	0	20	30
0.096	1	0	20	30
0.0968	1	0	20	30
0.0976	1	0	20	30
0.0984	1	0	20	30
0.0992	1	0	20	30
0.1	1	0	20	30
0.1008	1	0	20	30
0.1016	1	0	20	30
0.1024	1	0	20	30
0.1032	1	0	20	30
0.104	1	0	20	30
0.1048	1	0	20	30
0.1056	1	0	20	30
0.1064	1	0	20	30
0.1072	1	0	20	30
0.108	1	0	20	30
0.1088	1	0	20	30
0.1096	1	0	20	30
0.1104	1	0	20	30
0.1112	1	0	20	30
0.112	1	0	20	30
0.1128	1	0	20	30
0.1136	1	0	20	30
0.1144	1	0	20	30
0.1152	1	0	20	30
0.116	1	0	20	30
0.1168	1	0	20	30
0.1176	1	0	20	30
0.1184	1	0	20	30
0.1192	1	0	20	30
0.12	1	0	20	30
0.1208	1	0	20	30
0.1216	1	0	20	30
0.1224	1	0	20	30
0.1232	1	0	20	30
0.124	1	0	20	30
0.1248	1	0	20	30
0.1256	1	0	20	30
0.1264	1	0	20	30
0.1272	1	0	20	30
0.128	1	0	20	30
0.1288	1	0	20	30
0.1296	1	0	20	30
0.1304	1	0	20	30
0.1312	1	0	20	30
0.132	1	0	20	30
0.1328	1	0	20	30
0.1336	1	0	20	30
0.1344	1	0	20	30
0.1352	1	0	20	30
0.136	1	0	20	30
0.1368	1	0	20	30
0.1376	1	0	20	30
0.1384	1	0	20	30
0.1392	1	0	20	30
0.14	1	0	20	30
0.1408	1	0	20	30
0.1416	1	0	20	30
0.1424	1	0	20	30
0.1432	1	0	20	30
0.144	1	0	20	30
0.1448	1	0	20	30
0.1456	1	0	20	30
0.1464	1	0	20	30
0.1472	1	0	20	30
0.148	1	0	20	30
0.1488	1	0	20	30
0.1496	1	0	20	30
0.1504	1	0	20	30
0.1512	1	0	20	30
0.152	1	0	20	30
0.1528	1	0	20	30
0.1536	1	0	20	30
0.1544	1	0	20	30
0.1552	1	0	20	30
0.156	1	0	20	30
0.1568	1	0	20	30
0.1576	1	0	20	30
0.1584	1	0	20	30
0.1592	1	0	20	30
0.16	1	0	20	30
0.1608	1	0	20	30
0.1616	1	0	20	30
0.1624	1	0	20	30
0.1632	1	0	20	30
0.164	1	0	20	30
0.1648	1	0	20	30
0.1656	1	0	20	30
0.1664	1	0	20	30
0.1672	1	0	20	30
0.168	1	0	20	30
0.1688	1	0	20	30
0.1696	1	0	20	30
0.1704	1	0	20	30
0.1712	1	0	20	30
0.172	1	0	20	30
0.1728	1	0	20	30
0.1736	1	0	20	30
0.1744	1	0	20	30
0.1752	1	0	20	30
0.176	1	0	20	30
0.1768	1	0	20	30
0.1776	1	0	20	30
0.1784	1	0	20	30
0.1792	1	0	20	30
0.18	1	0	20	30
0.1808	1	0	20	30
