1	0.016862	-0.409796	0.291320	135.526448	7.881289	35.888909	32383.535337	2.162859	0.057881	0.000000	219.255123	inf	0.000000	0.000000
2	0.016862	-0.199254	0.395814	40.495779	10.662986	17.472263	2314.621591	12.809023	0.042601	0.000000	65.771367	inf	0.000000	0.000000
3	0.016862	-0.142849	0.597089	30.891985	12.215612	12.534242	9636.337461	13.465011	0.028240	0.000000	49.898385	inf	0.000000	0.000000
4	0.016862	-0.116692	1.057670	18.123336	12.665467	10.245851	7155.001481	14.599107	0.015943	0.000000	29.221323	inf	0.000000	0.000000
5	0.016862	-0.102426	1.775066	12.536374	14.705881	8.996661	4368.811325	14.626443	0.009499	0.000000	20.233414	inf	0.000000	0.000000
6	0.016862	-0.093970	2.884476	10.369835	19.777659	8.255450	2892.222898	14.205848	0.005846	0.000000	16.761877	inf	0.000000	0.000000
7	0.016862	-0.088826	4.523507	9.555674	28.586911	7.803998	2193.199430	13.668133	0.003728	0.000000	15.462347	inf	0.000000	0.000000
8	0.016862	-0.085568	6.747663	9.167462	40.923238	7.517744	1743.985810	13.176382	0.002499	0.000000	14.846748	inf	0.000000	0.000000
9	0.016862	-0.083374	9.508201	8.870008	55.825890	7.324960	1372.036924	12.793855	0.001773	0.000000	14.376038	inf	0.000000	0.000000
10	0.016862	-0.081800	12.695430	8.608339	72.385852	7.186528	1070.439336	12.512233	0.001328	0.000000	13.961059	inf	0.000000	0.000000
11	0.016862	-0.080605	16.175925	8.402254	90.070986	7.081473	839.536951	12.299438	0.001042	0.000000	13.634000	inf	0.000000	0.000000
12	0.016862	-0.079655	19.775471	8.273323	108.469867	6.997971	670.493445	12.130568	0.000853	0.000000	13.430245	inf	0.000000	0.000000
13	0.016862	-0.078867	23.281475	8.232240	127.107097	6.928779	556.251527	11.991194	0.000724	0.000000	13.367428	inf	0.000000	0.000000
14	0.016862	-0.078190	26.496563	8.276068	145.464790	6.869225	488.414491	11.872479	0.000636	0.000000	13.441069	inf	0.000000	0.000000
15	0.016862	-0.077587	29.291997	8.389564	163.045042	6.816223	456.886584	11.768632	0.000576	0.000000	13.626732	inf	0.000000	0.000000
16	0.016862	-0.077035	31.631043	8.550214	179.458645	6.767724	451.320769	11.675807	0.000533	0.000000	13.888168	inf	0.000000	0.000000
17	0.016862	-0.076519	33.556585	8.734710	194.509597	6.722386	461.819046	11.591379	0.000502	0.000000	14.187818	inf	0.000000	0.000000
18	0.016862	-0.076029	35.152069	8.924875	208.209045	6.679346	480.137975	11.513486	0.000480	0.000000	14.496415	inf	0.000000	0.000000
19	0.016862	-0.075559	36.501303	9.110448	220.708924	6.638053	500.715474	11.440749	0.000462	0.000000	14.797467	inf	0.000000	0.000000
20	0.016862	-0.075105	37.667340	9.288062	232.210418	6.598148	520.685462	11.372102	0.000448	0.000000	15.085596	inf	0.000000	0.000000
21	0.016862	-0.074664	38.690108	9.458456	242.899648	6.559381	539.147386	11.306703	0.000436	0.000000	15.362037	inf	0.000000	0.000000
22	0.016862	-0.074233	39.592450	9.623994	252.920994	6.521566	556.361998	11.243873	0.000426	0.000000	15.630626	inf	0.000000	0.000000
23	0.016862	-0.073812	40.387103	9.787149	262.374699	6.484551	573.072128	11.183068	0.000418	0.000000	15.895356	inf	0.000000	0.000000
24	0.016862	-0.073398	41.081842	9.949827	271.325112	6.448213	590.055173	11.123841	0.000410	0.000000	16.159302	inf	0.000000	0.000000
25	0.016862	-0.072991	41.682460	10.113233	279.811149	6.412444	607.983106	11.065824	0.000405	0.000000	16.424399	inf	0.000000	0.000000
26	0.016862	-0.072589	42.194141	10.277972	287.855129	6.377147	627.359475	11.008704	0.000400	0.000000	16.691612	inf	0.000000	0.000000
27	0.016862	-0.072192	42.621886	10.444229	295.468799	6.342241	648.557946	10.952204	0.000396	0.000000	16.961230	inf	0.000000	0.000000
28	0.016862	-0.071798	42.970480	10.611923	302.656689	6.307649	671.924115	10.896067	0.000392	0.000000	17.233109	inf	0.000000	0.000000
29	0.016862	-0.071407	43.244321	10.780815	309.417457	6.273306	697.796449	10.840047	0.000390	0.000000	17.506850	inf	0.000000	0.000000
30	0.016862	-0.071018	43.447228	10.950568	315.743842	6.239150	726.599146	10.783893	0.000388	0.000000	17.781887	inf	0.000000	0.000000
31	0.016862	-0.070631	43.582271	11.120755	321.621597	6.205125	758.895239	10.727340	0.000387	0.000000	18.057508	inf	0.000000	0.000000
32	0.016862	-0.070244	43.651626	11.290852	327.027615	6.171178	795.456421	10.670090	0.000386	0.000000	18.332835	inf	0.000000	0.000000
33	0.016862	-0.069858	43.656395	11.460202	331.927138	6.137258	837.318973	10.611801	0.000386	0.000000	18.606761	inf	0.000000	0.000000
34	0.016862	-0.069472	43.596360	11.627961	336.269719	6.103313	885.957848	10.552058	0.000387	0.000000	18.877863	inf	0.000000	0.000000
35	0.016862	-0.069085	43.469604	11.793017	339.983424	6.069293	943.425127	10.490341	0.000388	0.000000	19.144263	inf	0.000000	0.000000
36	0.016862	-0.068696	43.272006	11.953893	342.967095	6.035142	1012.582462	10.425980	0.000390	0.000000	19.403454	inf	0.000000	0.000000
