0.002991	3.346778	103185.938041	230227.825395	11.131084	-3123023.042394	-0.001050	0.000598	1.216755	5.224786	-0.475376	0.000000
0.008965	3.355281	102896.861956	230165.543387	33.040832	-2819713.796217	-0.003050	0.000596	1.216755	5.223567	-0.474275	0.000000
0.014916	3.371738	102341.912897	230046.942180	53.409489	-2241681.827239	-0.004756	0.000593	1.216755	5.221217	-0.472149	0.000000
0.020832	3.395127	101564.576511	229883.221897	70.054607	-1446374.200424	-0.006009	0.000589	1.216755	5.217905	-0.469146	0.000000
0.026701	3.423994	100623.635637	229689.858113	79.911923	-518379.756409	-0.006693	0.000584	1.216755	5.213861	-0.465468	0.000000
0.032517	3.456559	99586.844280	229485.083499	79.943599	436577.474496	-0.006756	0.000579	1.216755	5.209362	-0.461356	0.000000
0.038276	3.490857	98523.687388	229287.881431	68.394296	1304267.509628	-0.006220	0.000573	1.216755	5.204699	-0.457067	0.000000
0.043977	3.524913	97498.597454	229115.754928	45.859853	1979065.046060	-0.005175	0.000567	1.216755	5.200156	-0.452849	0.000000
0.049624	3.556915	96565.244835	228982.587749	15.641877	2382188.815520	-0.003768	0.000562	1.216755	5.195978	-0.448924	0.000000
0.055223	3.585385	95762.638969	228896.973840	-16.805533	2476110.961538	-0.002187	0.000558	1.216755	5.192353	-0.445461	0.000000
0.060781	3.609301	95113.252853	228861.335418	-45.188482	2271417.305243	-0.000625	0.000554	1.216755	5.189398	-0.442574	0.000000
0.066306	3.628161	94623.216237	228872.010555	-64.010244	1824122.971644	0.000743	0.000551	1.216755	5.187156	-0.440311	0.000000
0.071806	3.641970	94284.291267	228920.292053	-70.002739	1223973.552013	0.001786	0.000549	1.216755	5.185598	-0.438662	0.000000
0.077289	3.651164	94077.204072	228994.200110	-62.908299	576315.488331	0.002435	0.000548	1.216755	5.184644	-0.437568	0.000000
0.082762	3.656483	93975.750221	229080.620175	-45.397046	-18319.225215	0.002685	0.000547	1.216755	5.184177	-0.436936	0.000000
0.088229	3.658829	93951.053750	229167.376885	-22.188925	-482263.314166	0.002585	0.000547	1.216755	5.184063	-0.436659	0.000000
0.093695	3.659119	93975.376316	229244.858560	1.305444	-772371.477407	0.002226	0.000547	1.216755	5.184176	-0.436625	0.000000
0.099161	3.658178	94025.002867	229306.940708	20.385408	-883039.966156	0.001718	0.000547	1.216755	5.184405	-0.436736	0.000000
0.104630	3.656670	94081.931807	229351.139614	32.092787	-840754.531814	0.001166	0.000547	1.216755	5.184668	-0.436916	0.000000
0.110101	3.655064	94134.346284	229378.104817	35.629796	-692600.680859	0.000654	0.000547	1.216755	5.184910	-0.437106	0.000000
0.115575	3.653646	94176.066552	229390.684036	32.140539	-492493.279991	0.000238	0.000547	1.216755	5.185102	-0.437274	0.000000
0.121050	3.652546	94205.332770	229392.840245	24.031952	-288894.925681	-0.000056	0.000548	1.216755	5.185237	-0.437405	0.000000
0.126527	3.651783	94223.311356	229388.669877	14.115682	-116664.738500	-0.000232	0.000548	1.216755	5.185319	-0.437496	0.000000
0.132005	3.651309	94232.666953	229381.687945	4.846429	5999.930561	-0.000309	0.000548	1.216755	5.185362	-0.437552	0.000000
0.137484	3.651048	94236.429279	229374.444095	-2.159032	76134.707320	-0.000316	0.000548	1.216755	5.185379	-0.437583	0.000000
0.142962	3.650921	94237.254351	229368.444083	-6.264369	101691.668358	-0.000283	0.000548	1.216755	5.185383	-0.437598	0.000000
0.148441	3.650861	94237.068405	229364.293195	-7.671551	96211.546164	-0.000236	0.000548	1.216755	5.185382	-0.437605	0.000000
0.153920	3.650826	94237.011069	229361.956924	-7.112918	74049.425377	-0.000190	0.000548	1.216755	5.185382	-0.437609	0.000000
0.159398	3.650790	94237.565357	229361.043898	-5.507996	47086.737552	-0.000155	0.000548	1.216755	5.185385	-0.437613	0.000000
0.164877	3.650744	94238.767868	229361.044474	-3.686097	23186.787807	-0.000134	0.000548	1.216755	5.185390	-0.437619	0.000000
