0.002971	3.368320	102437.706069	230029.206358	7.033503	-2007068.739264	-0.000678	0.000594	1.216755	5.221623	-0.472589	0.000000
0.008907	3.374879	102220.931225	229989.029370	20.223801	-1827288.417864	-0.001975	0.000593	1.216755	5.220703	-0.471744	0.000000
0.014827	3.387638	101801.952815	229912.227565	30.910626	-1488920.634495	-0.003102	0.000590	1.216755	5.218919	-0.470105	0.000000
0.020718	3.405928	101208.229330	229805.384440	37.827810	-1030879.695823	-0.003965	0.000587	1.216755	5.216378	-0.467766	0.000000
0.026574	3.428797	100477.250020	229677.443887	40.235682	-504138.762338	-0.004501	0.000583	1.216755	5.213229	-0.464859	0.000000
0.032387	3.455072	99652.975050	229538.784789	38.010475	35246.508559	-0.004682	0.000579	1.216755	5.209651	-0.461543	0.000000
0.038153	3.483440	98781.750898	229400.153863	31.633837	533451.257048	-0.004514	0.000574	1.216755	5.205837	-0.457991	0.000000
0.043871	3.512542	97908.477407	229271.615003	22.098343	945142.350375	-0.004038	0.000569	1.216755	5.201980	-0.454378	0.000000
0.049542	3.541064	97073.278745	229161.630597	10.744411	1238042.377581	-0.003320	0.000565	1.216755	5.198259	-0.450865	0.000000
0.055168	3.567835	96309.039380	229076.372236	-0.939644	1395343.600504	-0.002443	0.000561	1.216755	5.194826	-0.447594	0.000000
0.060754	3.591903	95639.870357	229019.322534	-11.525222	1416024.044269	-0.001497	0.000557	1.216755	5.191797	-0.444674	0.000000
0.066305	3.612590	95080.535333	228991.191625	-19.828607	1313307.421509	-0.000569	0.000554	1.216755	5.189250	-0.442180	0.000000
0.071827	3.629514	94636.718848	228990.132531	-25.050766	1111709.922421	0.000267	0.000551	1.216755	5.187219	-0.440150	0.000000
0.077326	3.642593	94305.994855	229012.205630	-26.855274	843154.815274	0.000951	0.000549	1.216755	5.185699	-0.438588	0.000000
0.082808	3.652004	94079.302980	229052.016386	-25.377364	542669.599793	0.001450	0.000548	1.216755	5.184654	-0.437468	0.000000
