0.000310	32.262486	7920.503236	170362.082312	887.675714	10196753.679271	-0.006873	0.000062	1.216755	3.984507	0.508624	-0.892361	-5.512692	0.000000
0.000930	32.206302	7937.514262	170420.893140	2719.749713	7713191.113963	-0.020832	0.000062	1.216755	3.953101	0.507840	-0.757678	-5.481678	0.000000
0.001552	32.097573	7957.669513	170275.514972	4677.085984	10215789.169172	-0.035249	0.000062	1.216755	3.983838	0.506365	-0.879578	-5.515965	0.000000
0.002176	31.932452	7993.047796	170152.113348	6852.957041	11050008.506537	-0.050452	0.000063	1.216755	3.999080	0.504119	-0.946107	-5.542704	0.000000
0.002804	31.709224	8042.754973	170012.622877	9347.463129	11548470.001176	-0.066770	0.000063	1.216755	4.004519	0.501064	-0.961054	-5.556368	0.000000
0.003438	31.429491	8105.988298	169836.597884	12264.459642	12247218.461081	-0.084568	0.000064	1.216755	4.008805	0.497205	-0.965975	-5.568883	0.000000
0.004077	31.096434	8181.526457	169601.254150	15762.764710	13228457.370683	-0.104228	0.000064	1.216755	4.013486	0.492565	-0.969633	-5.582762	0.000000
0.004724	30.712357	8268.406455	169283.190954	20008.998335	14532731.976283	-0.126208	0.000065	1.216755	4.019172	0.487151	-0.975860	-5.598994	0.000000
0.005379	30.277424	8366.262477	168858.202822	25281.393708	16178690.724954	-0.151050	0.000066	1.216755	4.025437	0.480937	-0.982494	-5.616707	0.000000
0.006045	29.788181	8475.599483	168297.042670	31982.552048	18213618.834153	-0.179507	0.000067	1.216755	4.032088	0.473838	-0.988379	-5.635498	0.000000
0.006722	29.236965	8597.937116	167561.973804	40582.146048	20700453.897899	-0.212558	0.000068	1.216755	4.039034	0.465695	-0.992630	-5.655188	0.000000
0.007413	28.610537	8736.060691	166598.954750	52171.800233	23783966.747078	-0.251669	0.000070	1.216755	4.046430	0.456248	-0.995439	-5.676089	0.000000
0.008121	27.889749	8894.148480	165330.954582	67639.473331	27676540.723857	-0.298920	0.000072	1.216755	4.054507	0.445113	-0.997161	-5.698694	0.000000
0.008848	27.047549	9078.429650	163646.817002	89644.835181	32759694.486773	-0.357351	0.000074	1.216755	4.063596	0.431725	-0.998250	-5.723644	0.000000
0.009600	26.048747	9297.343112	161384.996609	120800.777733	39800328.001064	-0.431859	0.000077	1.216755	4.074071	0.415287	-0.999011	-5.751607	0.000000
0.010384	24.850865	9562.816281	158333.139913	166048.374759	49966108.645323	-0.529107	0.000080	1.216755	4.086405	0.394709	-0.999652	-5.783278	0.000000
0.011211	23.406082	9890.539438	154202.164908	234716.385741	66042305.444685	-0.660728	0.000085	1.216755	4.101144	0.368520	-1.000279	-5.819192	0.000000
0.012096	21.679555	10299.480410	148686.323510	331412.311228	92131785.156503	-0.842053	0.000092	1.216755	4.118853	0.335014	-1.000966	-5.859657	0.000000
0.013062	19.655771	10813.843201	141479.856250	482555.370116	136099749.791066	-1.097067	0.000102	1.216755	4.140154	0.292169	-1.001782	-5.904495	0.000000
0.014143	17.370530	11455.383734	132382.696344	691680.955891	208778265.281053	-1.462535	0.000115	1.216755	4.165360	0.238165	-1.002849	-5.952951	0.000000
0.015388	14.904602	12257.977194	121476.236137	1005228.412192	321991491.078754	-1.979806	0.000134	1.216755	4.195023	0.171285	-1.004385	-6.004274	0.000000
0.016870	12.355984	13258.177761	108846.035786	1532114.485196	497439844.553609	-2.752991	0.000162	1.216755	4.229491	0.089422	-1.006830	-6.056957	0.000000
0.018706	9.899202	14500.391227	95321.749390	2146823.237142	734200588.382554	-3.876231	0.000202	1.216755	4.269066	-0.007273	-1.010981	-6.111213	0.000000
0.021050	7.593548	16229.761194	81785.570734	3606072.077031	1067549171.893818	-5.550688	0.000263	1.216755	4.319221	-0.123106	-1.018552	-6.168943	0.000000
0.024253	5.450590	18827.697657	68039.693776	6939084.638465	1605079883.405500	-8.671642	0.000367	1.216755	4.386152	-0.267937	-1.034064	-6.225301	0.000000
0.029036	3.705806	22558.463644	55422.085888	10535670.639573	2266023150.550096	-14.044550	0.000540	1.216755	4.469703	-0.435861	-1.067742	-6.267645	0.000000
