0.000321	31.162160	8151.026188	169339.092796	1415.205907	13761064.430879	-0.009354	0.000064	1.216755	3.996786	0.493528	-0.891496	-5.552257	0.000000
0.000963	31.080360	8175.975114	169398.358621	4362.915931	10487208.236246	-0.028460	0.000064	1.216755	3.965613	0.492349	-0.756429	-5.524499	0.000000
0.001607	30.922364	8206.505445	169164.446251	7628.004799	13952037.631394	-0.048461	0.000065	1.216755	3.997021	0.490125	-0.878695	-5.558534	0.000000
0.002256	30.683337	8258.962649	168928.422448	11456.808773	15235725.475775	-0.070028	0.000065	1.216755	4.013159	0.486742	-0.945392	-5.586992	0.000000
0.002911	30.361218	8331.794869	168627.061081	16086.782582	16199337.396051	-0.093839	0.000066	1.216755	4.019731	0.482142	-0.960388	-5.603696	0.000000
0.003574	29.956153	8424.143618	168218.493286	21947.496108	17598785.723438	-0.120728	0.000067	1.216755	4.025411	0.476287	-0.965342	-5.619974	0.000000
0.004246	29.468371	8535.053185	167653.801811	29401.890697	19575373.051472	-0.151673	0.000068	1.216755	4.031752	0.469128	-0.969037	-5.638218	0.000000
0.004931	28.893734	8664.737064	166876.235827	39346.755942	22227606.765177	-0.187959	0.000069	1.216755	4.039410	0.460539	-0.975311	-5.659453	0.000000
0.005631	28.222050	8814.926484	165813.745720	52752.122348	25709413.105341	-0.231459	0.000071	1.216755	4.048039	0.450275	-0.982002	-5.683010	0.000000
0.006349	27.434817	8989.617550	164370.934570	71307.897653	30240321.630251	-0.284687	0.000073	1.216755	4.057585	0.437924	-0.987953	-5.708768	0.000000
0.007089	26.503353	9195.404365	162408.240077	98238.834299	36418982.794165	-0.351790	0.000075	1.216755	4.068152	0.422835	-0.992282	-5.736866	0.000000
0.007858	25.390549	9442.025889	159738.521328	136233.916203	45137312.492536	-0.438530	0.000079	1.216755	4.080137	0.404087	-0.995190	-5.767932	0.000000
0.008665	24.050208	9743.668116	156106.921172	194529.217320	58404594.436949	-0.554133	0.000083	1.216755	4.094106	0.380373	-0.997044	-5.802650	0.000000
