-2.762411	0.171127	0.031026	0.014642	0.010467	0.000000	0.000000	0.492652	0.000000	-inf	-inf	-inf	-inf
-2.372225	0.277998	0.091096	0.038641	0.007469	0.000000	0.000000	0.303261	0.000000	-inf	-inf	-inf	-inf
-2.111195	0.369911	0.157068	0.068417	0.005961	0.000000	0.000000	0.227908	0.000000	-inf	-inf	-inf	-inf
-1.904559	0.445666	0.229082	0.099308	0.005037	0.000000	0.000000	0.189168	0.000000	-inf	-inf	-inf	-inf
-1.728305	0.510255	0.307077	0.130179	0.004392	0.000000	0.000000	0.165223	0.000000	-inf	-inf	-inf	-inf
-1.571898	0.566757	0.390775	0.160606	0.003906	0.000000	0.000000	0.148751	0.000000	-inf	-inf	-inf	-inf
-1.429582	0.616792	0.479671	0.190215	0.003523	0.000000	0.000000	0.136684	0.000000	-inf	-inf	-inf	-inf
-1.297805	0.661362	0.573014	0.218699	0.003210	0.000000	0.000000	0.127473	0.000000	-inf	-inf	-inf	-inf
-1.174186	0.701142	0.669803	0.245799	0.002948	0.000000	0.000000	0.120241	0.000000	-inf	-inf	-inf	-inf
-1.057037	0.736612	0.768786	0.271298	0.002723	0.000000	0.000000	0.114451	0.000000	-inf	-inf	-inf	-inf
-0.945102	0.768128	0.868475	0.295010	0.002528	0.000000	0.000000	0.109755	0.000000	-inf	-inf	-inf	-inf
-0.837412	0.795961	0.967171	0.316776	0.002357	0.000000	0.000000	0.105917	0.000000	-inf	-inf	-inf	-inf
-0.733198	0.820321	1.063011	0.336463	0.002203	0.000000	0.000000	0.102772	0.000000	-inf	-inf	-inf	-inf
-0.631830	0.841374	1.154016	0.353954	0.002065	0.000000	0.000000	0.100200	0.000000	-inf	-inf	-inf	-inf
-0.532781	0.859248	1.238164	0.369152	0.001939	0.000000	0.000000	0.098116	0.000000	-inf	-inf	-inf	-inf
-0.435599	0.874046	1.313462	0.381977	0.001824	0.000000	0.000000	0.096455	0.000000	-inf	-inf	-inf	-inf
-0.339884	0.885848	1.378033	0.392362	0.001717	0.000000	0.000000	0.095170	0.000000	-inf	-inf	-inf	-inf
-0.245279	0.894714	1.430196	0.400256	0.001617	0.000000	0.000000	0.094227	0.000000	-inf	-inf	-inf	-inf
-0.151456	0.900686	1.468549	0.405617	0.001522	0.000000	0.000000	0.093602	0.000000	-inf	-inf	-inf	-inf
-0.058105	0.903797	1.492037	0.408424	0.001433	0.000000	0.000000	0.093280	0.000000	-inf	-inf	-inf	-inf
0.035071	0.904022	1.499999	0.408627	0.001347	0.000000	0.000000	0.093256	0.000000	-inf	-inf	-inf	-inf
0.128376	0.901362	1.492037	0.406226	0.001264	0.000000	0.000000	0.093532	0.000000	-inf	-inf	-inf	-inf
0.222105	0.895839	1.468549	0.401263	0.001183	0.000000	0.000000	0.094108	0.000000	-inf	-inf	-inf	-inf
0.316566	0.887421	1.430196	0.393758	0.001104	0.000000	0.000000	0.095001	0.000000	-inf	-inf	-inf	-inf
0.412086	0.876066	1.378033	0.383745	0.001025	0.000000	0.000000	0.096232	0.000000	-inf	-inf	-inf	-inf
0.509017	0.861711	1.313462	0.371273	0.000946	0.000000	0.000000	0.097835	0.000000	-inf	-inf	-inf	-inf
0.607754	0.844278	1.238164	0.356402	0.000866	0.000000	0.000000	0.099856	0.000000	-inf	-inf	-inf	-inf
0.708741	0.823663	1.154016	0.339210	0.000783	0.000000	0.000000	0.102355	0.000000	-inf	-inf	-inf	-inf
0.812498	0.799733	1.063011	0.319786	0.000697	0.000000	0.000000	0.105417	0.000000	-inf	-inf	-inf	-inf
0.919641	0.772324	0.967171	0.298242	0.000607	0.000000	0.000000	0.109159	0.000000	-inf	-inf	-inf	-inf
1.030923	0.741222	0.868475	0.274705	0.000510	0.000000	0.000000	0.113739	0.000000	-inf	-inf	-inf	-inf
1.147291	0.706154	0.768786	0.249326	0.000403	0.000000	0.000000	0.119387	0.000000	-inf	-inf	-inf	-inf
1.269969	0.666758	0.669803	0.222283	0.000284	0.000000	0.000000	0.126441	0.000000	-inf	-inf	-inf	-inf
1.400602	0.622548	0.573014	0.193783	0.000148	0.000000	0.000000	0.135421	0.000000	-inf	-inf	-inf	-inf
1.541499	0.572839	0.479671	0.164072	-0.000013	0.000000	0.000000	0.147172	0.000000	-inf	-inf	-inf	-inf
1.696105	0.516613	0.390775	0.133444	-0.000210	0.000000	0.000000	0.163189	0.000000	-inf	-inf	-inf	-inf
1.869982	0.452222	0.307077	0.102252	-0.000464	0.000000	0.000000	0.186426	0.000000	-inf	-inf	-inf	-inf
2.073272	0.376506	0.229082	0.070878	-0.000820	0.000000	0.000000	0.223916	0.000000	-inf	-inf	-inf	-inf
2.329015	0.284103	0.157068	0.040357	-0.001388	0.000000	0.000000	0.296744	0.000000	-inf	-inf	-inf	-inf
2.709152	0.175297	0.091096	0.015364	-0.002495	0.000000	0.000000	0.480932	0.000000	-inf	-inf	-inf	-inf
