0.000325	30.733534	8240.199808	168836.413161	1655.024430	15280296.708323	-0.010465	0.000065	1.216755	4.001455	0.487502	-0.891227	-5.567057	0.000000
0.000976	30.639143	8268.952905	168890.468491	5152.367341	11685409.739979	-0.031893	0.000065	1.216755	3.970416	0.486123	-0.756036	-5.540670	0.000000
0.001630	30.456612	8304.725248	168607.991269	9092.158562	15582427.341473	-0.054492	0.000066	1.216755	4.002129	0.483514	-0.878421	-5.574746	0.000000
0.002289	30.180552	8365.723151	168304.993380	13821.094650	17090077.493089	-0.079125	0.000066	1.216755	4.018696	0.479544	-0.945175	-5.604081	0.000000
0.002956	29.808177	8450.153830	167903.163855	19797.122768	18326578.832822	-0.106736	0.000067	1.216755	4.025821	0.474130	-0.960189	-5.622234	0.000000
0.003631	29.338231	8557.280734	167346.823774	27448.740895	20140430.958685	-0.138465	0.000068	1.216755	4.032188	0.467199	-0.965157	-5.640307	0.000000
0.004319	28.767937	8686.659987	166568.550154	37788.294252	22726681.633228	-0.175741	0.000070	1.216755	4.039368	0.458635	-0.968869	-5.660668	0.000000
0.005022	28.088421	8839.463440	165485.986382	51721.076968	26267720.293543	-0.220598	0.000071	1.216755	4.048054	0.448202	-0.975166	-5.684389	0.000000
0.005743	27.282489	9019.245219	163994.136810	71378.466896	31005419.669138	-0.275770	0.000073	1.216755	4.057970	0.435490	-0.981886	-5.710924	0.000000
0.006488	26.322080	9232.471333	161943.542400	99778.410749	37578151.858722	-0.345782	0.000076	1.216755	4.069148	0.419832	-0.987872	-5.740260	0.000000
0.007263	25.170305	9489.179837	159137.911780	140417.076189	46948312.872311	-0.436736	0.000079	1.216755	4.081804	0.400273	-0.992249	-5.772642	0.000000
0.008078	23.781194	9803.963796	155307.917461	203056.921334	61468021.008043	-0.558952	0.000084	1.216755	4.096479	0.375447	-0.995226	-5.808641	0.000000
0.008948	22.116677	10194.572608	150146.543942	291681.940405	84958352.376740	-0.727201	0.000090	1.216755	4.113775	0.343712	-0.997183	-5.848717	0.000000
0.009892	20.155976	10684.558981	143354.510088	427861.072594	124080578.653684	-0.962215	0.000099	1.216755	4.134406	0.303115	-0.998633	-5.893004	0.000000
0.010942	17.919591	11296.383319	134679.711633	624848.126452	189777517.701544	-1.299542	0.000112	1.216755	4.158813	0.251711	-0.999980	-5.940928	0.000000
0.012144	15.484400	12059.451320	124166.761429	901162.629826	292535464.963419	-1.776408	0.000129	1.216755	4.187473	0.187895	-1.001615	-5.991854	0.000000
0.013563	12.937734	13014.391702	111881.280953	1385788.822918	453414798.967438	-2.480356	0.000155	1.216755	4.220965	0.109423	-1.004003	-6.044469	0.000000
0.015307	10.444188	14191.605278	98427.969670	1974387.750823	677769228.596204	-3.521531	0.000191	1.216755	4.259210	0.016023	-1.007878	-6.098263	0.000000
0.017517	8.106063	15778.786666	84884.807598	3114922.684117	981148883.655770	-5.021715	0.000247	1.216755	4.306352	-0.094660	-1.014636	-6.155473	0.000000
0.020475	5.909057	18159.113728	71144.615758	6067087.862230	1472308500.277340	-7.719841	0.000338	1.216755	4.369492	-0.232826	-1.027934	-6.213464	0.000000
0.024829	4.049498	21625.589249	58042.001785	9844268.138690	2130031979.849794	-12.598715	0.000494	1.216755	4.449714	-0.397473	-1.056460	-6.262836	0.000000
0.031410	2.732844	26323.108685	47695.937012	13035734.488723	2728850134.172626	-19.558703	0.000732	1.216755	4.543517	-0.568117	-1.117297	-6.283172	0.000000
